Card_ID,Card_Name,Card_Set,Card_Type,Class,Rarity,Mana_Cost,Attack,Health,Mechanics,Race,Collectible
GVG_045,Imp-losion,Goblins vs Gnomes,Spell,Warlock,Rare,4,,,,,TRUE
GVG_094,Jeeves,Goblins vs Gnomes,Minion,Neutral,Rare,4,1,4,,Mech,TRUE
GVG_074,Kezan Mystic,Goblins vs Gnomes,Minion,Neutral,Rare,4,4,3,"Secret, Battlecry",,TRUE
GVG_071,Lost Tallstrider,Goblins vs Gnomes,Minion,Neutral,Common,4,5,4,,Beast,TRUE
GVG_078,Mechanical Yeti,Goblins vs Gnomes,Minion,Neutral,Common,4,4,5,Deathrattle,Mech,TRUE
GVG_109,Mini-Mage,Goblins vs Gnomes,Minion,Neutral,Epic,4,4,1,"Spell Damage, Stealth",,TRUE
GVG_096,Piloted Shredder,Goblins vs Gnomes,Minion,Neutral,Common,4,4,3,Deathrattle,Mech,TRUE
GVG_047,Sabotage,Goblins vs Gnomes,Spell,Rogue,Epic,4,,,Combo,,TRUE
GVG_055,Screwjank Clunker,Goblins vs Gnomes,Minion,Warrior,Rare,4,2,5,Battlecry,Mech,TRUE
GVG_040,Siltfin Spiritwalker,Goblins vs Gnomes,Minion,Shaman,Epic,4,2,5,Overload,Murloc,TRUE
GVG_022,Tinker's Sharpsword Oil,Goblins vs Gnomes,Spell,Rogue,Common,4,,,Combo,,TRUE
GVG_122,Wee Spellstopper,Goblins vs Gnomes,Minion,Mage,Epic,4,2,5,"Aura, Adjacent Buff",,TRUE
GVG_069,Antique Healbot,Goblins vs Gnomes,Minion,Neutral,Common,5,3,3,Battlecry,Mech,TRUE
GVG_119,Blingtron 3000,Goblins vs Gnomes,Minion,Neutral,Legendary,5,3,4,Battlecry,Mech,TRUE
GVG_063,Bolvar Fordragon,Goblins vs Gnomes,Minion,Paladin,Legendary,5,1,7,,,TRUE
GVG_099,Bomb Lobber,Goblins vs Gnomes,Minion,Neutral,Rare,5,3,3,Battlecry,,TRUE
GVG_062,Cobalt Guardian,Goblins vs Gnomes,Minion,Paladin,Rare,5,6,3,Divine Shield,Mech,TRUE
GVG_073,Cobra Shot,Goblins vs Gnomes,Spell,Hunter,Common,5,,,,,TRUE
GVG_019,Demonheart,Goblins vs Gnomes,Spell,Warlock,Epic,5,,,,,TRUE
GVG_080,Druid of the Fang,Goblins vs Gnomes,Minion,Druid,Common,5,4,4,Battlecry,,TRUE
GVG_080t,Druid of the Fang,Goblins vs Gnomes,Minion,Druid,,5,7,7,,Beast,FALSE
GVG_016,Fel Reaver,Goblins vs Gnomes,Minion,Neutral,Epic,5,8,8,,Mech,TRUE
GVG_100,Floating Watcher,Goblins vs Gnomes,Minion,Warlock,Common,5,4,4,,Demon,TRUE
GVG_120,Hemet Nesingwary,Goblins vs Gnomes,Minion,Neutral,Legendary,5,6,3,Battlecry,,TRUE
GVG_106,Junkbot,Goblins vs Gnomes,Minion,Neutral,Epic,5,1,5,,Mech,TRUE
GVG_046,King of Beasts,Goblins vs Gnomes,Minion,Hunter,Rare,5,2,6,"Battlecry, Taunt",Beast,TRUE
GVG_090,Madder Bomber,Goblins vs Gnomes,Minion,Neutral,Rare,5,5,4,Battlecry,,TRUE
GVG_111,Mimiron's Head,Goblins vs Gnomes,Minion,Neutral,Legendary,5,4,5,,Mech,TRUE
GVG_088,Ogre Ninja,Goblins vs Gnomes,Minion,Rogue,Rare,5,6,6,Stealth,,TRUE
GVG_060,Quartermaster,Goblins vs Gnomes,Minion,Paladin,Epic,5,2,5,Battlecry,,TRUE
GVG_070,Salty Dog,Goblins vs Gnomes,Minion,Neutral,Common,5,7,4,,Pirate,TRUE
GVG_086,Siege Engine,Goblins vs Gnomes,Minion,Warrior,Rare,5,5,5,,Mech,TRUE
GVG_083,Upgraded Repair Bot,Goblins vs Gnomes,Minion,Priest,Rare,5,5,5,Battlecry,Mech,TRUE
GVG_014,Vol'jin,Goblins vs Gnomes,Minion,Priest,Legendary,5,6,2,Battlecry,,TRUE
GVG_077,Anima Golem,Goblins vs Gnomes,Minion,Warlock,Epic,6,9,9,,Mech,TRUE
GVG_056t,Burrowing Mine,Goblins vs Gnomes,Spell,Warrior,,6,,,"Immune to Spell Power, Casts When Drawn",,FALSE
GVG_041a,Call the Guardians,Goblins vs Gnomes,Spell,Druid,,6,,,,,FALSE
GVG_041,Dark Wispers,Goblins vs Gnomes,Spell,Druid,Epic,6,,,Taunt,,TRUE
GVG_117,Gazlowe,Goblins vs Gnomes,Minion,Neutral,Legendary,6,3,6,,,TRUE
GVG_056,Iron Juggernaut,Goblins vs Gnomes,Minion,Warrior,Legendary,6,6,5,Battlecry,Mech,TRUE
GVG_008,Lightbomb,Goblins vs Gnomes,Spell,Priest,Epic,6,,,Affected by Spell Power,,TRUE
GVG_034,Mech-Bear-Cat,Goblins vs Gnomes,Minion,Druid,Rare,6,7,6,,Mech,TRUE
GVG_112,Mogor the Ogre,Goblins vs Gnomes,Minion,Neutral,Legendary,6,7,6,,,TRUE
GVG_041b,Nature's Defense,Goblins vs Gnomes,Spell,Druid,,6,,,,,FALSE
GVG_105,Piloted Sky Golem,Goblins vs Gnomes,Minion,Neutral,Epic,6,6,4,Deathrattle,Mech,TRUE
GVG_031,Recycle,Goblins vs Gnomes,Spell,Druid,Rare,6,,,,,TRUE
GVG_053,Shieldmaiden,Goblins vs Gnomes,Minion,Warrior,Rare,6,5,5,Battlecry,,TRUE
GVG_115,Toshley,Goblins vs Gnomes,Minion,Neutral,Legendary,6,5,7,"Battlecry, Deathrattle",,TRUE
GVG_028,Trade Prince Gallywix,Goblins vs Gnomes,Minion,Rogue,Legendary,6,5,8,,,TRUE
GVG_052,Crush,Goblins vs Gnomes,Spell,Warrior,Epic,7,,,,,TRUE
GVG_110,Dr. Boom,Goblins vs Gnomes,Minion,Neutral,Legendary,7,7,7,Battlecry,,TRUE
GVG_007,Flame Leviathan,Goblins vs Gnomes,Minion,Mage,Legendary,7,7,7,,Mech,TRUE
GVG_049,Gahz'rilla,Goblins vs Gnomes,Minion,Hunter,Legendary,7,6,9,,Beast,TRUE
GVG_035,Malorne,Goblins vs Gnomes,Minion,Druid,Legendary,7,9,7,Deathrattle,Beast,TRUE
GVG_042,Neptulon,Goblins vs Gnomes,Minion,Shaman,Legendary,7,7,7,"Overload, Battlecry",Elemental,TRUE
GVG_118,Troggzor the Earthinator,Goblins vs Gnomes,Minion,Neutral,Legendary,7,6,6,,,TRUE
GVG_113,Foe Reaper 4000,Goblins vs Gnomes,Minion,Neutral,Legendary,8,6,9,,Mech,TRUE
GVG_079,Force-Tank MAX,Goblins vs Gnomes,Minion,Neutral,Common,8,7,7,Divine Shield,Mech,TRUE
GVG_114,Sneed's Old Shredder,Goblins vs Gnomes,Minion,Neutral,Legendary,8,5,7,Deathrattle,Mech,TRUE
GVG_111t,V-07-TR-0N,Goblins vs Gnomes,Minion,Neutral,,8,4,8,Charge,Mech,FALSE
GVG_021,Mal'Ganis,Goblins vs Gnomes,Minion,Warlock,Legendary,9,9,7,Aura,Demon,TRUE
GVG_116,Mekgineer Thermaplugg,Goblins vs Gnomes,Minion,Neutral,Legendary,9,9,7,,Mech,TRUE
GVG_033,Tree of Life,Goblins vs Gnomes,Spell,Druid,Epic,9,,,,,TRUE
GVG_121,Clockwork Giant,Goblins vs Gnomes,Minion,Neutral,Epic,12,8,8,,Mech,TRUE
BRMA16_1,Atramedes,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA16_1H,Atramedes,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA05_1,Baron Geddon,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA05_1H,Baron Geddon,Blackrock Mountain,Hero,Neutral,,,,50,,,FALSE
BRMA12_1,Chromaggus,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA12_1H,Chromaggus,Blackrock Mountain,Hero,Neutral,,,,60,,,FALSE
BRMA12_9,Chromatic Dragonkin,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA01_1H,Coren Direbrew,Blackrock Mountain,Hero,Neutral,,,,30,AIMustPlay,,FALSE
BRMA01_1,Coren Direbrew,Blackrock Mountain,Hero,Neutral,,,,30,AIMustPlay,,FALSE
BRMA03_1,Emperor Thaurissan,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA03_1H,Emperor Thaurissan,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA04_1,Garr,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA04_1H,Garr,Blackrock Mountain,Hero,Neutral,,,,45,,,FALSE
BRMA08_1,General Drakkisath,Blackrock Mountain,Hero,Neutral,,,,50,,,FALSE
BRMA08_1H,General Drakkisath,Blackrock Mountain,Hero,Neutral,,,,50,,,FALSE
BRMA02_1,High Justice Grimstone,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA02_1H,High Justice Grimstone,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA07_1,Highlord Omokk,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA07_1H,Highlord Omokk,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA08_2,Intense Gaze,Blackrock Mountain,Hero Power,Neutral,,,,,,,FALSE
BRMA08_2H,Intense Gaze,Blackrock Mountain,Hero Power,Neutral,,,,,,,FALSE
BRMA13_1,Lord Victor Nefarius,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA13_1H,Lord Victor Nefarius,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA06_1,Majordomo Executus,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA06_1H,Majordomo Executus,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA15_1,Maloriak,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA15_1H,Maloriak,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA13_3,Nefarian,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA17_2,Nefarian,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA13_3H,Nefarian,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA17_2H,Nefarian,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA14_1,Omnotron Defense System,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA14_1H,Omnotron Defense System,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA17_3,Onyxia,Blackrock Mountain,Hero,Neutral,,,,15,,,FALSE
BRMA17_3H,Onyxia,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRM_027h,Ragnaros the Firelord,Blackrock Mountain,Hero,Neutral,,,,8,,,FALSE
BRMA06_3,Ragnaros the Firelord,Blackrock Mountain,Hero,Neutral,,,,8,,,FALSE
BRMA06_3H,Ragnaros the Firelord,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA10_1,Razorgore the Untamed,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA10_1H,Razorgore the Untamed,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA09_1,Rend Blackhand,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA09_1H,Rend Blackhand,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA15_2,The Alchemist,Blackrock Mountain,Hero Power,Neutral,,,,,,,FALSE
BRMA15_2H,The Alchemist,Blackrock Mountain,Hero Power,Neutral,,,,,,,FALSE
BRMA11_1,Vaelastrasz the Corrupt,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA11_1H,Vaelastrasz the Corrupt,Blackrock Mountain,Hero,Neutral,,,,30,,,FALSE
BRMA14_2H,Activate Arcanotron,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA14_3,Arcanotron,Blackrock Mountain,Minion,Neutral,,0,2,2,Spell Damage,Mech,FALSE
BRMA12_2,Brood Affliction,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA12_2H,Brood Affliction,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA11_3,Burning Adrenaline,Blackrock Mountain,Spell,Neutral,,0,,,,,FALSE
BRMA13_8,"DIE, INSECT!",Blackrock Mountain,Spell,Neutral,,0,,,Affected by Spell Power,,FALSE
BRMA16_2H,Echolocate,Blackrock Mountain,Hero Power,Neutral,,0,,,,,FALSE
BRMA11_2,Essence of the Red,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA11_2H,Essence of the Red,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA04_3,Firesworn,Blackrock Mountain,Minion,Neutral,,0,0,5,Deathrattle,,FALSE
BRMA04_3H,Firesworn,Blackrock Mountain,Minion,Neutral,,0,0,5,Deathrattle,,FALSE
BRMA05_2,Ignite Mana,Blackrock Mountain,Hero Power,Neutral,,0,,,,,FALSE
BRMA05_2H,Ignite Mana,Blackrock Mountain,Hero Power,Neutral,,0,,,,,FALSE
BRMA02_2H,Jeering Crowd,Blackrock Mountain,Hero Power,Neutral,,0,,,,,FALSE
BRMA13_6,Living Lava,Blackrock Mountain,Minion,Neutral,,0,6,6,Taunt,,FALSE
BRMA07_2H,ME SMASH,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA17_8,Nefarian Strikes!,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA17_8H,Nefarian Strikes!,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA01_2,Pile On!,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA01_2H,Pile On!,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA14_11,Recharge,Blackrock Mountain,Spell,Neutral,,0,,,,,FALSE
BRMA13_5,Son of the Flame,Blackrock Mountain,Minion,Neutral,,0,6,3,Battlecry,,FALSE
BRMA10_3H,The Rookery,Blackrock Mountain,Hero Power,Neutral,,0,,,AIMustPlay,,FALSE
BRMA13_7,Whirling Ash,Blackrock Mountain,Minion,Neutral,,0,4,5,Windfury,,FALSE
BRMA15_4,Aberration,Blackrock Mountain,Minion,Neutral,,1,1,1,Charge,,FALSE
BRM_022t,Black Whelp,Blackrock Mountain,Minion,Neutral,,1,2,1,,Dragon,FALSE
BRMA09_4,Blackwing,Blackrock Mountain,Hero Power,Neutral,,1,,,,,FALSE
BRMA09_4H,Blackwing,Blackrock Mountain,Hero Power,Neutral,,1,,,,,FALSE
BRMA17_6,Bone Construct,Blackrock Mountain,Minion,Neutral,,1,2,1,,,FALSE
BRMA17_6H,Bone Construct,Blackrock Mountain,Minion,Neutral,,1,4,2,,,FALSE
BRMA12_6,Brood Affliction: Black,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA12_5,Brood Affliction: Blue,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA12_7,Brood Affliction: Bronze,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA12_4,Brood Affliction: Green,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA12_3,Brood Affliction: Red,Blackrock Mountain,Spell,Neutral,,1,,,Immune to Spell Power,,FALSE
BRMA10_4H,Corrupted Egg,Blackrock Mountain,Minion,Neutral,,1,0,3,InvisibleDeathrattle,,FALSE
BRMA10_4,Corrupted Egg,Blackrock Mountain,Minion,Neutral,,1,0,1,InvisibleDeathrattle,,FALSE
BRMA02_2t,Dark Iron Spectator,Blackrock Mountain,Minion,Neutral,,1,1,1,Taunt,,FALSE
BRM_022,Dragon Egg,Blackrock Mountain,Minion,Neutral,Rare,1,0,2,,,TRUE
BRMA09_4t,Dragonkin,Blackrock Mountain,Minion,Neutral,,1,3,1,,Dragon,FALSE
BRMA09_4Ht,Dragonkin,Blackrock Mountain,Minion,Neutral,,1,5,4,,Dragon,FALSE
BRMA16_5,Dragonteeth,Blackrock Mountain,Weapon,Neutral,,1,0,6,,,FALSE
BRMA08_3,Drakkisath's Command,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA16_2,Echolocate,Blackrock Mountain,Hero Power,Neutral,,1,,,,,FALSE
BRMA01_4t,Guzzler,Blackrock Mountain,Minion,Neutral,,1,1,1,Taunt,,FALSE
BRM_006t,Imp,Blackrock Mountain,Minion,Warlock,,1,1,1,,Demon,FALSE
BRMA02_2,Jeering Crowd,Blackrock Mountain,Hero Power,Neutral,,1,,,,,FALSE
BRMA04_2,Magma Pulse,Blackrock Mountain,Hero Power,Neutral,,1,,,AIMustPlay,,FALSE
BRMA07_2,ME SMASH,Blackrock Mountain,Hero Power,Neutral,,1,,,,,FALSE
BRMA12_10,Mutation,Blackrock Mountain,Hero Power,Neutral,,1,,,,,FALSE
BRMA09_3t,Old Horde Orc,Blackrock Mountain,Minion,Neutral,,1,1,1,Taunt,,FALSE
BRMA09_3Ht,Old Horde Orc,Blackrock Mountain,Minion,Neutral,,1,2,2,Taunt,,FALSE
BRMA10_6,Razorgore's Claws,Blackrock Mountain,Weapon,Neutral,,1,1,5,,,FALSE
BRMA16_4,Reverberating Gong,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA10_3,The Rookery,Blackrock Mountain,Hero Power,Neutral,,1,,,AIMustPlay,,FALSE
BRMA09_6,The True Warchief,Blackrock Mountain,Spell,Neutral,,1,,,,,FALSE
BRMA14_5,Toxitron,Blackrock Mountain,Minion,Neutral,,1,3,3,,Mech,FALSE
BRMA14_5H,Toxitron,Blackrock Mountain,Minion,Neutral,,1,4,4,,Mech,FALSE
BRMA13_2,True Form,Blackrock Mountain,Hero Power,Neutral,,1,,,AIMustPlay,,FALSE
BRMA13_2H,True Form,Blackrock Mountain,Hero Power,Neutral,,1,,,AIMustPlay,,FALSE
BRM_004,Twilight Whelp,Blackrock Mountain,Minion,Priest,Common,1,2,1,Battlecry,Dragon,TRUE
BRMA09_2t,Whelp,Blackrock Mountain,Minion,Neutral,,1,1,1,,Dragon,FALSE
BRMA09_2Ht,Whelp,Blackrock Mountain,Minion,Neutral,,1,2,2,,Dragon,FALSE
BRM_004t,Whelp,Blackrock Mountain,Minion,Neutral,,1,1,1,,,FALSE
BRMA13_4,Wild Magic,Blackrock Mountain,Hero Power,Neutral,,1,,,AIMustPlay,,FALSE
BRMA13_4H,Wild Magic,Blackrock Mountain,Hero Power,Neutral,,1,,,AIMustPlay,,FALSE
BRMA14_2,Activate Arcanotron,Blackrock Mountain,Hero Power,Neutral,,2,,,AIMustPlay,,FALSE
BRMA14_4H,Activate Toxitron,Blackrock Mountain,Hero Power,Neutral,,2,,,AIMustPlay,,FALSE
BRMA14_10H,Activate!,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA17_5,Bone Minions,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA17_5H,Bone Minions,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA12_8t,Chromatic Dragonkin,Blackrock Mountain,Minion,Neutral,,2,2,3,,Dragon,FALSE
BRMA12_8,Chromatic Mutation,Blackrock Mountain,Spell,Neutral,,2,,,,,FALSE
BRMA17_7,Chromatic Prototype,Blackrock Mountain,Minion,Neutral,,2,1,4,Taunt,,FALSE
BRM_027p,"DIE, INSECT!",Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRM_027pH,"DIE, INSECTS!",Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA06_4,Flamewaker Acolyte,Blackrock Mountain,Minion,Neutral,,2,1,3,,,FALSE
BRMA06_4H,Flamewaker Acolyte,Blackrock Mountain,Minion,Neutral,,2,3,3,,,FALSE
BRM_007,Gang Up,Blackrock Mountain,Spell,Rogue,Common,2,,,,,TRUE
BRM_011,Lava Shock,Blackrock Mountain,Spell,Shaman,Rare,2,,,Overload,,TRUE
BRMA17_4,LAVA!,Blackrock Mountain,Spell,Neutral,,2,,,,,FALSE
BRMA03_3,Moira Bronzebeard,Blackrock Mountain,Minion,Neutral,,2,1,3,"Taunt, Aura, InvisibleDeathrattle",,FALSE
BRMA03_3H,Moira Bronzebeard,Blackrock Mountain,Minion,Neutral,,2,3,1,"Taunt, Aura, InvisibleDeathrattle",,FALSE
BRMA09_3,Old Horde,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA09_3H,Old Horde,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA17_9,Onyxiclaw,Blackrock Mountain,Weapon,Neutral,,2,2,6,,,FALSE
BRMA09_2,Open the Gates,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA09_2H,Open the Gates,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA03_2,Power of the Firelord,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRM_013,Quick Shot,Blackrock Mountain,Spell,Hunter,Common,2,,,Affected by Spell Power,,TRUE
BRMA15_3,Release the Aberrations!,Blackrock Mountain,Spell,Neutral,,2,,,,,FALSE
BRM_017,Resurrect,Blackrock Mountain,Spell,Priest,Rare,2,,,,,TRUE
BRM_015,Revenge,Blackrock Mountain,Spell,Warrior,Rare,2,,,,,TRUE
BRMA06_2,The Majordomo,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRMA06_2H,The Majordomo,Blackrock Mountain,Hero Power,Neutral,,2,,,,,FALSE
BRM_033,Blackwing Technician,Blackrock Mountain,Minion,Neutral,Common,3,2,4,Battlecry,,TRUE
BRMA12_6H,Brood Affliction: Black,Blackrock Mountain,Spell,Neutral,,3,,,,,FALSE
BRMA12_5H,Brood Affliction: Blue,Blackrock Mountain,Spell,Neutral,,3,,,,,FALSE
BRMA12_7H,Brood Affliction: Bronze,Blackrock Mountain,Spell,Neutral,,3,,,,,FALSE
BRMA12_4H,Brood Affliction: Green,Blackrock Mountain,Spell,Neutral,,3,,,,,FALSE
BRMA12_3H,Brood Affliction: Red,Blackrock Mountain,Spell,Neutral,,3,,,Immune to Spell Power,,FALSE
BRM_005,Demonwrath,Blackrock Mountain,Spell,Warlock,Rare,3,,,Affected by Spell Power,,TRUE
OG_044b,Druid of the Flame,Blackrock Mountain,Minion,Druid,Common,3,5,5,,Beast,FALSE
BRM_010,Druid of the Flame,Blackrock Mountain,Minion,Druid,Common,3,2,2,,,TRUE
BRM_010t,Druid of the Flame,Blackrock Mountain,Minion,Druid,Common,3,5,2,,Beast,FALSE
BRM_010t2,Druid of the Flame,Blackrock Mountain,Minion,Druid,Common,3,2,5,,Beast,FALSE
BRMA14_7,Electron,Blackrock Mountain,Minion,Neutral,,3,5,5,Aura,Mech,FALSE
BRMA14_7H,Electron,Blackrock Mountain,Minion,Neutral,,3,6,6,Aura,Mech,FALSE
BRM_010b,Fire Hawk Form,Blackrock Mountain,Minion,Druid,Common,3,2,5,,Beast,FALSE
BRM_010a,Firecat Form,Blackrock Mountain,Minion,Druid,Common,3,5,2,,Beast,FALSE
BRMA_01,Flameheart,Blackrock Mountain,Spell,Neutral,,3,,,,,FALSE
BRM_002,Flamewaker,Blackrock Mountain,Minion,Mage,Rare,3,2,4,,,TRUE
BRMA01_4,Get 'em!,Blackrock Mountain,Spell,Neutral,,3,,,Taunt,,FALSE
BRMA09_5t,Gyth,Blackrock Mountain,Minion,Neutral,,3,8,4,,Dragon,FALSE
BRMA09_5Ht,Gyth,Blackrock Mountain,Minion,Neutral,,3,8,8,,Dragon,FALSE
BRM_006,Imp Gang Boss,Blackrock Mountain,Minion,Warlock,Common,3,2,4,,Demon,TRUE
BRMA05_3H,Living Bomb,Blackrock Mountain,Spell,Neutral,,3,,,,,FALSE
BRMA04_4,Rock Out,Blackrock Mountain,Spell,Neutral,,3,,,Overload,,FALSE
BRMA04_4H,Rock Out,Blackrock Mountain,Spell,Neutral,,3,,,Overload,,FALSE
BRMA14_6H,Activate Electron,Blackrock Mountain,Hero Power,Neutral,,4,,,AIMustPlay,,FALSE
BRMA14_4,Activate Toxitron,Blackrock Mountain,Hero Power,Neutral,,4,,,AIMustPlay,,FALSE
BRMA14_10,Activate!,Blackrock Mountain,Hero Power,Neutral,,4,,,,,FALSE
BRM_016,Axe Flinger,Blackrock Mountain,Minion,Warrior,Common,4,2,5,,,TRUE
BRMA10_5H,Chromatic Drake,Blackrock Mountain,Minion,Neutral,,4,7,7,,Dragon,FALSE
BRMA10_5,Chromatic Drake,Blackrock Mountain,Minion,Neutral,,4,7,3,,Dragon,FALSE
BRM_014,Core Rager,Blackrock Mountain,Minion,Hunter,Rare,4,4,4,Battlecry,Beast,TRUE
BRMA09_5,Dismount,Blackrock Mountain,Hero Power,Neutral,,4,,,,,FALSE
BRMA09_5H,Dismount,Blackrock Mountain,Hero Power,Neutral,,4,,,,,FALSE
BRM_020,Dragonkin Sorcerer,Blackrock Mountain,Minion,Neutral,Common,4,3,5,,Dragon,TRUE
BRM_012,Fireguard Destroyer,Blackrock Mountain,Minion,Shaman,Common,4,3,6,"Overload, Battlecry",Elemental,TRUE
BRM_026,Hungry Dragon,Blackrock Mountain,Minion,Neutral,Common,4,5,6,Battlecry,Dragon,TRUE
BRMA05_3,Living Bomb,Blackrock Mountain,Spell,Neutral,,4,,,,,FALSE
BRMA16_3,Sonic Breath,Blackrock Mountain,Spell,Neutral,,4,,,,,FALSE
BRM_030t,Tail Swipe,Blackrock Mountain,Spell,Neutral,,4,,,,,FALSE
BRMA07_3,TIME FOR SMASH,Blackrock Mountain,Spell,Neutral,,4,,,,,FALSE
BRM_034,Blackwing Corruptor,Blackrock Mountain,Minion,Neutral,Common,5,5,4,Battlecry,,TRUE
BRM_008,Dark Iron Skulker,Blackrock Mountain,Minion,Rogue,Rare,5,4,3,Battlecry,,TRUE
BRM_018,Dragon Consort,Blackrock Mountain,Minion,Paladin,Rare,5,5,5,Battlecry,Dragon,TRUE
BRM_003,Dragon's Breath,Blackrock Mountain,Spell,Mage,Common,5,,,,,TRUE
BRM_019,Grim Patron,Blackrock Mountain,Minion,Neutral,Rare,5,3,3,,,TRUE
BRMA14_9,Magmatron,Blackrock Mountain,Minion,Neutral,,5,7,7,Aura,Mech,FALSE
BRMA14_9H,Magmatron,Blackrock Mountain,Minion,Neutral,,5,8,8,Aura,Mech,FALSE
BRMA14_12,Magmaw,Blackrock Mountain,Minion,Neutral,,5,10,2,Taunt,,FALSE
BRM_001,Solemn Vigil,Blackrock Mountain,Spell,Paladin,Common,5,,,,,TRUE
BRMA14_6,Activate Electron,Blackrock Mountain,Hero Power,Neutral,,6,,,AIMustPlay,,FALSE
BRMA14_8H,Activate Magmatron,Blackrock Mountain,Hero Power,Neutral,,6,,,AIMustPlay,,FALSE
BRMA01_3,Dark Iron Bouncer,Blackrock Mountain,Minion,Neutral,,6,4,8,,,FALSE
BRM_024,Drakonid Crusher,Blackrock Mountain,Minion,Neutral,Common,6,6,6,Battlecry,Dragon,TRUE
BRM_028,Emperor Thaurissan,Blackrock Mountain,Minion,Neutral,Legendary,6,5,5,,,TRUE
BRM_025,Volcanic Drake,Blackrock Mountain,Minion,Neutral,Common,6,6,4,,Dragon,TRUE
BRM_029,Rend Blackhand,Blackrock Mountain,Minion,Neutral,Legendary,7,8,4,Battlecry,,TRUE
BRMA14_8,Activate Magmatron,Blackrock Mountain,Hero Power,Neutral,,8,,,AIMustPlay,,FALSE
BRM_031,Chromaggus,Blackrock Mountain,Minion,Neutral,Legendary,8,6,8,,Dragon,TRUE
